,player,nation_x,pos_x,squad_x,comp_x,age_x,mp_x,starts_x,min_x,90s_x,gls_x,ast_x,g&a_x,g_pk_x,pk_x,pkatt_x,crdy_x,crdr_x,xg_x,npxg_x,xag_x,npxg&xag_x,prgc_x,prgp_x,prgr_x,gls_x,ast_x,g&a_x,g_pk_x,g&a_pk_x,xg_x,xag_x,xg&xag_x,npxg_x,npxg&xag_x,agg_pos_x,nation_y,pos_y,squad_y,comp_y,age_y,mp_y,starts_y,min_y,90s_y,gls_y,ast_y,g&a_y,g_pk_y,pk_y,pkatt_y,crdy_y,crdr_y,xg_y,npxg_y,xag_y,npxg&xag_y,prgc_y,prgp_y,prgr_y,gls_y,ast_y,g&a_y,g_pk_y,g&a_pk_y,xg_y,xag_y,xg&xag_y,npxg_y,npxg&xag_y,agg_pos_y,mp_diff,starts_diff,min_diff
83,Benjamin Lecomte,FRA,GK,Montpellier, Ligue 1,31,19.0,19.0,1710.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,FRA,GK,Espanyol, La Liga,31,10.0,10.0,899.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,GK,9.0,9.0,811.0
84,Mario Lemina,GAB,"MF,DF",Nice, Ligue 1,28,14.0,11.0,838.0,9.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3,0.3,0.1,0.4,14.0,46.0,10.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,MF,GAB,MF,Wolves, Premier League,28,19.0,17.0,1299.0,14.4,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,0.3,0.3,0.3,0.6,6.0,42.0,9.0,0.0,0.07,0.07,0.0,0.07,0.02,0.02,0.04,0.02,0.04,MF,-5.0,-6.0,-461.0
85,Diego Llorente,ESP,DF,Roma, Serie A,28,9.0,5.0,573.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,2.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.07,0.06,0.07,DF,ESP,DF,Leeds United, Premier League,28,8.0,7.0,649.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,0.0,0.7,2.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,DF,1.0,-2.0,-76.0
86,Bradley Locko,FRA,DF,Brest, Ligue 1,20,7.0,2.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,11.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,DF,FRA,DF,Reims, Ligue 1,20,15.0,13.0,1059.0,11.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.2,0.2,0.5,0.7,31.0,55.0,39.0,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.06,0.02,0.06,DF,-8.0,-11.0,-789.0
87,Diego Lopez,ESP,"FW,MF",Valencia, La Liga,20,10.0,5.0,447.0,5.0,3.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,3.5,3.5,1.1,4.7,21.0,17.0,46.0,0.6,0.2,0.81,0.6,0.81,0.71,0.22,0.94,0.71,0.94,FW,ESP,GK,Rayo Vallecano, La Liga,40,2.0,1.0,96.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,8.0,4.0,351.0
88,Sasa Lukic,SRB,MF,Torino, Serie A,25,16.0,13.0,1195.0,13.3,2.0,0.0,2.0,1.0,1.0,1.0,4.0,0.0,1.7,0.9,1.4,2.3,26.0,44.0,33.0,0.15,0.0,0.15,0.08,0.08,0.13,0.11,0.23,0.07,0.18,MF,SRB,MF,Fulham, Premier League,25,12.0,4.0,412.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,8.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,MF,4.0,9.0,783.0
89,Jean-Victor Makengo,FRA,MF,Lorient, Ligue 1,24,15.0,12.0,1064.0,11.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.1,0.1,0.5,0.7,23.0,42.0,30.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.06,0.01,0.06,MF,FRA,MF,Udinese, Serie A,24,16.0,11.0,805.0,8.9,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.5,0.8,18.0,36.0,31.0,0.0,0.11,0.11,0.0,0.11,0.04,0.05,0.09,0.04,0.09,MF,-1.0,1.0,259.0
90,Youssef Maleh,MAR,MF,Lecce, Serie A,23,17.0,7.0,674.0,7.5,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,0.3,0.6,9.0,19.0,19.0,0.0,0.13,0.13,0.0,0.13,0.04,0.04,0.08,0.04,0.08,MF,MAR,MF,Fiorentina, Serie A,23,7.0,4.0,297.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,0.6,1.2,3.0,11.0,17.0,0.0,0.0,0.0,0.0,0.0,0.17,0.2,0.36,0.17,0.36,MF,10.0,3.0,377.0
91,Ruslan Malinovskyi,UKR,"MF,FW",Marseille, Ligue 1,29,20.0,13.0,1227.0,13.6,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,2.3,2.3,2.4,4.6,35.0,64.0,81.0,0.07,0.07,0.15,0.07,0.15,0.17,0.17,0.34,0.17,0.34,MF,UKR,"MF,FW",Atalanta, Serie A,29,15.0,5.0,553.0,6.1,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.6,0.6,2.0,2.6,19.0,50.0,36.0,0.16,0.33,0.49,0.16,0.49,0.1,0.33,0.43,0.1,0.43,MF,5.0,8.0,674.0
92,Myziane Maolida,COM,"FW,MF",Hertha BSC, Bundesliga,23,3.0,1.0,95.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.22,FW,COM,"MF,FW",Reims, Ligue 1,23,9.0,2.0,232.0,2.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.4,0.9,13.0,8.0,26.0,0.39,0.0,0.39,0.39,0.39,0.18,0.17,0.35,0.18,0.35,MF,-6.0,-1.0,-137.0
93,Marquinhos,BRA,DF,Paris S-G, Ligue 1,28,33.0,30.0,2717.0,30.2,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,2.1,2.1,0.5,2.6,4.0,99.0,15.0,0.07,0.0,0.07,0.07,0.07,0.07,0.02,0.09,0.07,0.09,DF,BRA,MF,Arsenal, Premier League,19,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF,32.0,30.0,2716.0
94,Roger Marti,ESP,FW,Cádiz, La Liga,31,14.0,8.0,639.0,7.1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.5,2.5,0.5,2.9,7.0,5.0,34.0,0.14,0.0,0.14,0.14,0.14,0.35,0.06,0.41,0.35,0.41,FW,ESP,FW,Elche, La Liga,31,12.0,8.0,655.0,7.3,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,0.7,1.2,8.0,7.0,50.0,0.0,0.14,0.14,0.0,0.14,0.08,0.09,0.17,0.08,0.17,FW,2.0,0.0,-16.0
95,Chrislain Matsima,FRA,DF,Monaco, Ligue 1,20,8.0,5.0,446.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.4,1.0,2.0,23.0,9.0,0.0,0.2,0.2,0.0,0.2,0.14,0.07,0.21,0.14,0.21,DF,FRA,"DF,MF",Lorient, Ligue 1,20,6.0,2.0,227.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,DF,2.0,3.0,219.0
96,Nathanael Mbuku,FRA,"MF,FW",Augsburg, Bundesliga,20,2.0,0.0,34.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF,FRA,"FW,MF",Reims, Ligue 1,20,6.0,0.0,66.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,4.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,FW,-4.0,0.0,-32.0
97,Weston McKennie,USA,"MF,DF",Juventus, Serie A,23,15.0,13.0,1052.0,11.7,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,0.7,1.6,19.0,39.0,54.0,0.09,0.09,0.17,0.09,0.17,0.08,0.06,0.14,0.08,0.14,MF,USA,MF,Leeds United, Premier League,23,19.0,16.0,1437.0,16.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.8,0.8,0.7,1.4,14.0,82.0,33.0,0.0,0.06,0.06,0.0,0.06,0.05,0.04,0.09,0.05,0.09,MF,-4.0,-3.0,-385.0
98,Memphis,NED,FW,Barcelona, La Liga,28,2.0,2.0,114.0,1.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,0.1,1.0,2.0,7.0,19.0,0.79,0.0,0.79,0.79,0.79,0.68,0.11,0.79,0.68,0.79,FW,NED,FW,Atlético Madrid, La Liga,28,8.0,3.0,270.0,3.0,4.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,3.0,3.0,0.5,3.4,4.0,8.0,22.0,1.33,0.0,1.33,1.33,1.33,0.99,0.16,1.14,0.99,1.14,FW,-6.0,-1.0,-156.0
99,Arkadiusz Milik,POL,FW,Marseille, Ligue 1,28,2.0,2.0,129.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.2,0.4,1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.1,0.17,0.27,0.1,0.27,FW,POL,FW,Juventus, Serie A,28,27.0,17.0,1586.0,17.6,7.0,1.0,8.0,7.0,0.0,1.0,3.0,1.0,6.5,5.7,2.1,7.7,10.0,34.0,85.0,0.4,0.06,0.45,0.4,0.45,0.37,0.12,0.49,0.32,0.44,FW,-25.0,-15.0,-1457.0
100,Terem Moffi,NGA,FW,Lorient, Ligue 1,23,18.0,17.0,1386.0,15.4,12.0,0.0,12.0,11.0,1.0,2.0,1.0,0.0,7.3,5.7,0.5,6.2,29.0,20.0,61.0,0.78,0.0,0.78,0.71,0.71,0.47,0.03,0.5,0.37,0.4,FW,NGA,FW,Nice, Ligue 1,23,16.0,15.0,1328.0,14.8,6.0,3.0,9.0,6.0,0.0,0.0,2.0,0.0,8.3,8.3,2.9,11.1,25.0,20.0,77.0,0.41,0.2,0.61,0.41,0.61,0.56,0.19,0.75,0.56,0.75,FW,2.0,2.0,58.0
101,Johan Mojica,COL,"DF,MF",Elche, La Liga,29,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.3,0.4,14.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.04,0.09,0.13,0.04,0.13,DF,COL,DF,Villarreal, La Liga,29,17.0,5.0,642.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.9,0.9,27.0,19.0,38.0,0.0,0.0,0.0,0.0,0.0,0.01,0.12,0.13,0.01,0.13,DF,-14.0,-2.0,-372.0
102,Florent Mollet,FRA,MF,Schalke 04, Bundesliga,30,9.0,4.0,410.0,4.6,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.4,0.4,0.4,0.7,6.0,14.0,24.0,0.22,0.0,0.22,0.22,0.22,0.08,0.08,0.16,0.08,0.16,MF,FRA,MF,Nantes, Ligue 1,30,19.0,11.0,1089.0,12.1,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,1.2,1.2,2.8,4.0,25.0,73.0,67.0,0.08,0.17,0.25,0.08,0.25,0.1,0.23,0.33,0.1,0.33,MF,-10.0,-7.0,-679.0
103,Alex Moreno,ESP,DF,Betis, La Liga,29,15.0,15.0,1350.0,15.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,1.3,1.3,1.5,2.7,49.0,44.0,76.0,0.0,0.2,0.2,0.0,0.2,0.08,0.1,0.18,0.08,0.18,DF,ESP,DF,Aston Villa, Premier League,29,19.0,14.0,1329.0,14.8,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.6,0.6,3.0,3.7,65.0,37.0,122.0,0.0,0.2,0.2,0.0,0.2,0.04,0.21,0.25,0.04,0.25,DF,-4.0,1.0,21.0
104,Manu Morlanes,ESP,MF,Mallorca, La Liga,23,12.0,9.0,706.0,7.8,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.3,0.3,0.7,1.0,10.0,26.0,6.0,0.13,0.0,0.13,0.13,0.13,0.03,0.09,0.12,0.03,0.12,MF,ESP,MF,Villarreal, La Liga,23,4.0,2.0,158.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF,8.0,7.0,548.0
105,Joao Moutinho,POR,"DF,FW",Spezia, Serie A,24,4.0,0.0,58.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,DF,POR,MF,Wolves, Premier League,35,31.0,20.0,1780.0,19.8,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,1.3,1.3,2.6,3.9,23.0,132.0,32.0,0.0,0.1,0.1,0.0,0.1,0.07,0.13,0.2,0.07,0.2,MF,-27.0,-20.0,-1722.0
106,Nathan N'Goumou,FRA,FW,M'Gladbach, Bundesliga,22,20.0,7.0,695.0,7.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.3,1.2,23.0,14.0,63.0,0.13,0.0,0.13,0.13,0.13,0.11,0.04,0.15,0.11,0.15,FW,FRA,FW,Toulouse, Ligue 1,22,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,1.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25,FW,19.0,6.0,605.0
107,Florian Niederlechner,GER,FW,Hertha BSC, Bundesliga,31,16.0,11.0,781.0,8.7,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.3,2.3,0.2,2.5,9.0,11.0,28.0,0.12,0.0,0.12,0.12,0.12,0.26,0.02,0.29,0.26,0.29,FW,GER,"FW,MF",Augsburg, Bundesliga,31,14.0,10.0,910.0,10.1,4.0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,2.9,2.9,0.4,3.3,1.0,18.0,51.0,0.4,0.1,0.49,0.4,0.49,0.28,0.04,0.33,0.28,0.33,FW,2.0,1.0,-129.0
108,Randy Ntekja,FRA,"FW,MF",Rayo Vallecano, La Liga,24,10.0,0.0,116.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.2,0.0,0.3,3.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.19,0.01,0.2,0.19,0.2,FW,FRA,"FW,MF",Elche, La Liga,24,14.0,10.0,726.0,8.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.3,1.3,0.9,2.2,13.0,13.0,43.0,0.0,0.0,0.0,0.0,0.0,0.16,0.12,0.28,0.16,0.28,FW,-4.0,-10.0,-610.0
109,Bram Nuytinck,NED,DF,Sampdoria, Serie A,32,19.0,19.0,1498.0,16.6,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.3,0.3,0.3,0.5,4.0,23.0,3.0,0.0,0.06,0.06,0.0,0.06,0.02,0.02,0.03,0.02,0.03,DF,NED,DF,Udinese, Serie A,32,6.0,3.0,385.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,DF,13.0,16.0,1113.0
110,Jonas Omlin,SUI,GK,M'Gladbach, Bundesliga,28,15.0,15.0,1290.0,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,GK,SUI,GK,Montpellier, Ligue 1,28,14.0,14.0,1166.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,1.0,1.0,124.0
111,Dango Ouattara,BFA,"FW,MF",Lorient, Ligue 1,20,18.0,18.0,1548.0,17.2,6.0,5.0,11.0,6.0,0.0,0.0,3.0,1.0,5.2,5.2,3.1,8.3,64.0,39.0,151.0,0.35,0.29,0.64,0.35,0.64,0.3,0.18,0.48,0.3,0.48,FW,BFA,"MF,FW",Bournemouth, Premier League,20,19.0,15.0,1241.0,13.8,1.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,3.6,3.6,2.5,6.1,39.0,23.0,87.0,0.07,0.22,0.29,0.07,0.29,0.26,0.18,0.44,0.26,0.44,MF,-1.0,3.0,307.0
112,Azzedine Ounahi,MAR,"MF,FW",Angers, Ligue 1,22,15.0,13.0,1129.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.8,1.8,1.6,3.4,53.0,87.0,77.0,0.0,0.0,0.0,0.0,0.0,0.14,0.12,0.27,0.14,0.27,MF,MAR,"MF,FW",Marseille, Ligue 1,22,7.0,1.0,121.0,1.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.2,0.9,6.0,5.0,8.0,0.74,0.0,0.74,0.74,0.74,0.5,0.16,0.65,0.5,0.65,MF,8.0,12.0,1008.0
113,Adam Ounas,ALG,"FW,MF",Lille, Ligue 1,25,21.0,12.0,1064.0,11.8,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,2.3,2.3,2.8,5.1,55.0,66.0,125.0,0.08,0.08,0.17,0.08,0.17,0.2,0.23,0.43,0.2,0.43,FW,ALG,FW,Napoli, Serie A,25,2.0,0.0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.23,0.23,0.23,FW,19.0,12.0,1049.0
114,Fernando Pacheco,ESP,GK,Espanyol, La Liga,30,16.0,16.0,1440.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,GK,ESP,GK,Almería, La Liga,30,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,15.0,15.0,1350.0
115,Lucas Paqueta,BRA,MF,Lyon, Ligue 1,24,2.0,2.0,159.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.6,3.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.21,0.12,0.33,0.21,0.33,MF,BRA,MF,West Ham, Premier League,24,28.0,27.0,2151.0,23.9,4.0,3.0,7.0,3.0,1.0,1.0,5.0,0.0,4.4,3.6,2.5,6.1,25.0,147.0,63.0,0.17,0.13,0.29,0.13,0.25,0.18,0.1,0.29,0.15,0.25,MF,-26.0,-25.0,-1992.0
116,Leandro Paredes,ARG,MF,Paris S-G, Ligue 1,28,3.0,0.0,52.0,0.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,1.0,6.0,0.0,0.0,1.73,1.73,0.0,1.73,0.0,0.72,0.72,0.0,0.72,MF,ARG,MF,Juventus, Serie A,28,25.0,8.0,977.0,10.9,1.0,0.0,1.0,1.0,0.0,0.0,7.0,1.0,0.6,0.6,1.9,2.5,11.0,72.0,11.0,0.09,0.0,0.09,0.09,0.09,0.06,0.18,0.23,0.06,0.23,MF,-22.0,-8.0,-925.0
117,Luca Pellegrini,ITA,DF,Eint Frankfurt, Bundesliga,23,9.0,7.0,557.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.8,1.4,19.0,22.0,28.0,0.0,0.0,0.0,0.0,0.0,0.09,0.14,0.23,0.09,0.23,DF,ITA,DF,Lazio, Serie A,23,7.0,1.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.2,0.3,7.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.04,0.11,0.15,0.04,0.15,DF,2.0,6.0,377.0
118,Ayoze Perez,ESP,"FW,MF",Betis, La Liga,29,19.0,17.0,1386.0,15.4,3.0,1.0,4.0,3.0,0.0,0.0,3.0,0.0,4.6,4.6,2.0,6.6,51.0,39.0,102.0,0.19,0.06,0.26,0.19,0.26,0.3,0.13,0.43,0.3,0.43,FW,ESP,"MF,FW",Leicester City, Premier League,29,8.0,3.0,382.0,4.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,1.5,2.6,17.0,20.0,43.0,0.0,0.24,0.24,0.0,0.24,0.27,0.35,0.62,0.27,0.62,MF,11.0,14.0,1004.0
119,Maximilian Philipp,GER,"FW,MF",Werder Bremen, Bundesliga,28,15.0,3.0,442.0,4.9,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.2,2.1,3.0,6.0,24.0,0.2,0.0,0.2,0.2,0.2,0.4,0.03,0.43,0.4,0.43,FW,GER,FW,Wolfsburg, Bundesliga,28,3.0,1.0,116.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,3.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.08,0.05,0.08,FW,12.0,2.0,326.0
120,Roberto Piccoli,ITA,FW,Empoli, Serie A,21,13.0,6.0,516.0,5.7,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.3,1.3,0.4,1.7,8.0,4.0,25.0,0.35,0.0,0.35,0.35,0.35,0.22,0.07,0.29,0.22,0.29,FW,ITA,FW,Hellas Verona, Serie A,21,7.0,2.0,192.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.6,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.19,0.08,0.27,0.19,0.27,FW,6.0,4.0,324.0
121,Ronael Pierre-Gabriel,FRA,DF,Strasbourg, Ligue 1,24,14.0,7.0,653.0,7.3,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.8,1.0,16.0,22.0,35.0,0.0,0.14,0.14,0.0,0.14,0.03,0.12,0.14,0.03,0.14,DF,FRA,DF,Espanyol, La Liga,24,8.0,2.0,236.0,2.6,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.2,0.2,0.3,0.4,7.0,7.0,16.0,0.38,0.0,0.38,0.38,0.38,0.06,0.11,0.16,0.06,0.16,DF,6.0,5.0,417.0
122,Stefan Posch,AUT,DF,Hoffenheim, Bundesliga,25,1.0,1.0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,AUT,DF,Bologna, Serie A,25,30.0,30.0,2532.0,28.1,6.0,2.0,8.0,6.0,0.0,0.0,6.0,0.0,3.3,3.3,2.0,5.3,45.0,148.0,65.0,0.21,0.07,0.28,0.21,0.28,0.12,0.07,0.19,0.12,0.19,DF,-29.0,-29.0,-2514.0
123,Ionut Radu,ROU,GK,Auxerre, Ligue 1,25,17.0,17.0,1530.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,ROU,GK,Cremonese, Serie A,25,9.0,9.0,810.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,GK,8.0,8.0,720.0
124,Giacomo Raspadori,ITA,"FW,MF",Napoli, Serie A,22,25.0,10.0,911.0,10.1,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,3.5,3.5,1.3,4.8,13.0,33.0,88.0,0.2,0.2,0.4,0.2,0.4,0.35,0.13,0.47,0.35,0.47,FW,ITA,FW,Sassuolo, Serie A,22,1.0,0.0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW,24.0,10.0,866.0
125,Jeff Reine-Adelaide,FRA,MF,Lyon, Ligue 1,24,14.0,1.0,336.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0.8,0.9,1.6,20.0,32.0,25.0,0.0,0.0,0.0,0.0,0.0,0.21,0.23,0.44,0.21,0.44,MF,FRA,MF,Troyes, Ligue 1,24,6.0,3.0,233.0,2.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.4,0.8,10.0,20.0,8.0,0.0,0.39,0.39,0.0,0.39,0.12,0.17,0.29,0.12,0.29,MF,8.0,-2.0,103.0
126,Rodri,ESP,"FW,MF",Betis, La Liga,22,30.0,19.0,1601.0,17.8,2.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,1.4,1.4,2.2,3.6,57.0,102.0,104.0,0.11,0.17,0.28,0.11,0.28,0.08,0.12,0.2,0.08,0.2,FW,ESP,MF,Manchester City, Premier League,26,36.0,34.0,2911.0,32.3,2.0,6.0,8.0,2.0,0.0,0.0,5.0,0.0,4.6,4.6,4.1,8.7,76.0,260.0,37.0,0.06,0.19,0.25,0.06,0.25,0.14,0.13,0.27,0.14,0.27,MF,-6.0,-15.0,-1310.0
