,player,nation,pos,squad,comp,age,mp,starts,min,90s,gls,ast,g&a,g_pk,pk,pkatt,crdy,crdr,xg,npxg,xag,npxg&xag,prgc,prgp,prgr,gls,ast,g&a,g_pk,g&a_pk,xg,xag,xg&xag,npxg,npxg&xag,agg_pos
930,Kiko Femenia,ESP,DF,Villarreal, La Liga,31,20.0,13.0,1133.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.7,0.7,36.0,66.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.0,0.06,DF
931,Evan Ferguson,IRL,FW,Brighton, Premier League,17,19.0,10.0,950.0,10.6,6.0,2.0,8.0,6.0,0.0,0.0,1.0,0.0,5.3,5.3,0.7,6.1,11.0,14.0,58.0,0.57,0.19,0.76,0.57,0.76,0.51,0.07,0.57,0.51,0.57,FW
932,Lewis Ferguson,SCO,"MF,FW",Bologna, Serie A,22,32.0,27.0,2314.0,25.7,7.0,0.0,7.0,7.0,0.0,0.0,4.0,0.0,4.7,4.7,1.0,5.7,31.0,88.0,114.0,0.27,0.0,0.27,0.27,0.27,0.18,0.04,0.22,0.18,0.22,MF
933,Bruno Fernandes,POR,"MF,FW",Manchester Utd, Premier League,27,37.0,37.0,3316.0,36.8,8.0,8.0,16.0,6.0,2.0,2.0,6.0,0.0,9.3,7.7,16.7,24.4,89.0,263.0,231.0,0.22,0.22,0.43,0.16,0.38,0.25,0.45,0.71,0.21,0.66,MF
934,Edimilson Fernandes,SUI,DF,Mainz 05, Bundesliga,26,32.0,28.0,2437.0,27.1,0.0,3.0,3.0,0.0,0.0,0.0,4.0,0.0,0.7,0.7,1.3,1.9,15.0,67.0,23.0,0.0,0.11,0.11,0.0,0.11,0.02,0.05,0.07,0.02,0.07,DF
936,Aitor Fernandez,ESP,GK,Osasuna, La Liga,31,21.0,21.0,1890.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
937,Alex Fernandez,ESP,"MF,FW",Cádiz, La Liga,29,28.0,17.0,1576.0,17.5,3.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,2.7,1.9,1.6,3.4,19.0,69.0,26.0,0.17,0.0,0.17,0.11,0.11,0.15,0.09,0.24,0.11,0.2,MF
938,Alvaro Fernandez,ESP,GK,Espanyol, La Liga,24,11.0,11.0,990.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,GK
939,Carlos Fernandez,ESP,FW,Real Sociedad, La Liga,26,24.0,8.0,631.0,7.0,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,2.4,2.4,0.6,2.9,9.0,13.0,54.0,0.14,0.0,0.14,0.14,0.14,0.34,0.08,0.42,0.34,0.42,FW
940,Enzo Fernandez,ARG,MF,Chelsea, Premier League,21,18.0,18.0,1547.0,17.2,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.8,0.8,2.4,3.2,22.0,168.0,18.0,0.0,0.12,0.12,0.0,0.12,0.05,0.14,0.19,0.05,0.19,MF
941,Federico Fernandez,ARG,DF,Elche, La Liga,33,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
942,Joaquin Fernandez,ESP,DF,Valladolid, La Liga,26,27.0,24.0,2156.0,24.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.5,0.5,0.1,0.6,6.0,42.0,3.0,0.04,0.0,0.04,0.04,0.04,0.02,0.0,0.03,0.02,0.03,DF
943,Valery Fernandez,ESP,"MF,DF",Girona, La Liga,22,25.0,7.0,967.0,10.7,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,1.2,1.9,18.0,20.0,84.0,0.0,0.19,0.19,0.0,0.19,0.07,0.11,0.18,0.07,0.18,MF
944,Fernando,ESP,GK,Almería, La Liga,32,37.0,37.0,3285.0,36.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
945,Fernando,BRA,"MF,DF",Sevilla, La Liga,35,22.0,19.0,1577.0,17.5,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.2,0.2,0.7,0.9,6.0,67.0,13.0,0.0,0.06,0.06,0.0,0.06,0.01,0.04,0.05,0.01,0.05,MF
946,Alex Ferrari,ITA,DF,Sampdoria, Serie A,28,12.0,10.0,868.0,9.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.4,0.5,7.0,25.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06,DF
947,Alex Ferrari,ITA,DF,Cremonese, Serie A,28,16.0,13.0,1007.0,11.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.1,0.1,2.0,27.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,DF
948,Salvador Ferrer,ESP,DF,Spezia, Serie A,24,5.0,0.0,136.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,DF
949,Jordan Ferri,FRA,MF,Montpellier, Ligue 1,30,34.0,32.0,2738.0,30.4,1.0,2.0,3.0,1.0,0.0,0.0,7.0,1.0,0.8,0.8,3.0,3.8,37.0,209.0,42.0,0.03,0.07,0.1,0.03,0.1,0.03,0.1,0.13,0.03,0.13,MF
950,Fidel,ESP,"MF,FW",Elche, La Liga,32,27.0,21.0,1714.0,19.0,3.0,2.0,5.0,2.0,1.0,1.0,5.0,0.0,2.3,1.5,2.3,3.8,53.0,139.0,90.0,0.16,0.11,0.26,0.11,0.21,0.12,0.12,0.24,0.08,0.2,MF
951,Karol Fila,POL,DF,Strasbourg, Ligue 1,24,2.0,0.0,47.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.14,DF
952,Vincenzo Fiorillo,ITA,GK,Salernitana, Serie A,32,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
953,Roberto Firmino,BRA,"FW,MF",Liverpool, Premier League,30,25.0,13.0,1213.0,13.5,11.0,4.0,15.0,11.0,0.0,0.0,0.0,0.0,5.5,5.5,2.5,8.0,16.0,78.0,96.0,0.82,0.3,1.11,0.82,1.11,0.41,0.19,0.59,0.41,0.59,FW
954,Junior Firpo,DOM,DF,Leeds United, Premier League,25,19.0,14.0,1368.0,15.2,1.0,1.0,2.0,1.0,0.0,0.0,6.0,1.0,0.1,0.1,0.8,0.9,20.0,54.0,34.0,0.07,0.07,0.13,0.07,0.13,0.01,0.05,0.06,0.01,0.06,DF
955,Kilian Fischer,GER,"DF,FW",Wolfsburg, Bundesliga,21,10.0,5.0,502.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.4,0.7,6.0,23.0,21.0,0.0,0.0,0.0,0.0,0.0,0.06,0.07,0.13,0.06,0.13,DF
956,Mark Flekken,NED,GK,Freiburg, Bundesliga,29,34.0,34.0,3060.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,GK
957,Florian Flick,GER,MF,Schalke 04, Bundesliga,22,8.0,5.0,512.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,2.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,MF
958,Alexis Flips,FRA,"FW,MF",Reims, Ligue 1,22,33.0,28.0,1978.0,22.0,4.0,6.0,10.0,4.0,0.0,0.0,3.0,1.0,3.9,3.9,6.2,10.0,23.0,110.0,162.0,0.18,0.27,0.46,0.18,0.46,0.18,0.28,0.46,0.18,0.46,FW
959,Alessandro Florenzi,ITA,DF,Milan, Serie A,31,6.0,2.0,203.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0.8,0.5,1.2,1.0,10.0,19.0,0.0,0.0,0.0,0.0,0.0,0.34,0.21,0.54,0.34,0.54,DF
960,Phil Foden,ENG,FW,Manchester City, Premier League,22,32.0,22.0,1842.0,20.5,11.0,6.0,17.0,11.0,0.0,0.0,1.0,0.0,5.9,5.9,4.7,10.6,68.0,88.0,275.0,0.54,0.29,0.83,0.54,0.83,0.29,0.23,0.52,0.29,0.52,FW
962,Seko Fofana,CIV,MF,Lens, Ligue 1,27,35.0,34.0,3073.0,34.1,7.0,5.0,12.0,6.0,1.0,2.0,2.0,0.0,9.3,7.7,3.6,11.3,117.0,165.0,233.0,0.21,0.15,0.35,0.18,0.32,0.27,0.11,0.38,0.22,0.33,MF
963,Wesley Fofana,FRA,DF,Leicester City, Premier League,21,2.0,2.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,DF
964,Wesley Fofana,FRA,DF,Chelsea, Premier League,21,15.0,12.0,1183.0,13.1,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.7,0.7,0.1,0.8,29.0,43.0,12.0,0.08,0.0,0.08,0.08,0.08,0.05,0.0,0.06,0.05,0.06,DF
965,Yahia Fofana,CIV,GK,Angers, Ligue 1,21,11.0,11.0,990.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
966,Youssouf Fofana,FRA,MF,Monaco, Ligue 1,23,36.0,35.0,3086.0,34.3,2.0,2.0,4.0,2.0,0.0,0.0,4.0,2.0,2.8,2.8,4.4,7.2,81.0,238.0,71.0,0.06,0.06,0.12,0.06,0.12,0.08,0.13,0.21,0.08,0.21,MF
967,Thomas Foket,BEL,DF,Reims, Ligue 1,27,24.0,23.0,1976.0,22.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,2.8,2.9,56.0,94.0,154.0,0.0,0.05,0.05,0.0,0.05,0.01,0.13,0.13,0.01,0.13,DF
968,Jose Fonte,POR,DF,Lille, Ligue 1,38,31.0,30.0,2592.0,28.8,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,1.4,1.4,0.4,1.8,7.0,99.0,8.0,0.03,0.0,0.03,0.03,0.03,0.05,0.01,0.06,0.05,0.06,DF
969,Pablo Fornals,ESP,"FW,MF",West Ham, Premier League,26,32.0,17.0,1503.0,16.7,3.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,2.2,2.2,1.7,3.9,33.0,89.0,101.0,0.18,0.06,0.24,0.18,0.24,0.13,0.1,0.24,0.13,0.24,FW
970,Emil Forsberg,SWE,"MF,FW",RB Leipzig, Bundesliga,30,30.0,16.0,1482.0,16.5,6.0,4.0,10.0,4.0,2.0,2.0,2.0,0.0,4.9,3.3,2.3,5.6,20.0,67.0,77.0,0.36,0.24,0.61,0.24,0.49,0.3,0.14,0.43,0.2,0.34,MF
971,Adam Forshaw,ENG,MF,Leeds United, Premier League,30,12.0,5.0,479.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,4.0,33.0,7.0,0.0,0.0,0.0,0.0,0.0,0.01,0.17,0.18,0.01,0.18,MF
972,Fraser Forster,ENG,GK,Tottenham, Premier League,34,14.0,13.0,1215.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
973,Philipp Forster,GER,MF,Bochum, Bundesliga,27,25.0,15.0,1309.0,14.5,3.0,7.0,10.0,3.0,0.0,0.0,4.0,0.0,1.4,1.4,3.4,4.8,19.0,63.0,47.0,0.21,0.48,0.69,0.21,0.69,0.1,0.23,0.33,0.1,0.33,MF
974,Steven Fortes,CPV,DF,Lens, Ligue 1,30,1.0,0.0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
975,Timothy Fosu-Mensah,NED,DF,Leverkusen, Bundesliga,24,11.0,1.0,191.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.3,0.4,3.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.05,0.13,0.18,0.05,0.18,DF
976,Dimitri Foulquier,FRA,DF,Valencia, La Liga,29,30.0,17.0,1738.0,19.3,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,1.7,1.8,51.0,70.0,84.0,0.0,0.1,0.1,0.0,0.1,0.01,0.09,0.09,0.01,0.09,DF
977,Juan Foyth,ARG,DF,Villarreal, La Liga,24,24.0,22.0,1958.0,21.8,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,1.1,1.1,1.6,2.7,47.0,100.0,18.0,0.05,0.0,0.05,0.05,0.05,0.05,0.08,0.13,0.05,0.13,DF
978,Raphael Framberger,GER,"DF,FW",Augsburg, Bundesliga,26,3.0,2.0,176.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,DF
979,Tyrese Francois,AUS,FW,Fulham, Premier League,22,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW
980,Bartol Franjic,CRO,MF,Wolfsburg, Bundesliga,22,5.0,3.0,227.0,2.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.4,3.0,4.0,1.0,0.0,0.4,0.4,0.0,0.4,0.1,0.04,0.14,0.1,0.14,MF
981,Przemyslaw Frankowski,POL,"DF,MF",Lens, Ligue 1,27,37.0,31.0,2833.0,31.5,5.0,3.0,8.0,2.0,3.0,3.0,4.0,0.0,4.2,1.8,6.8,8.6,51.0,132.0,237.0,0.16,0.1,0.25,0.06,0.16,0.13,0.22,0.35,0.06,0.27,DF
982,Ryan Fraser,SCO,FW,Newcastle Utd, Premier League,28,8.0,3.0,313.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.4,0.7,8.0,9.0,23.0,0.0,0.0,0.0,0.0,0.0,0.09,0.11,0.2,0.09,0.2,FW
983,Davide Frattesi,ITA,MF,Sassuolo, Serie A,22,36.0,35.0,2873.0,31.9,7.0,0.0,7.0,7.0,0.0,0.0,4.0,0.0,7.8,7.8,1.9,9.7,73.0,137.0,94.0,0.22,0.0,0.22,0.22,0.22,0.24,0.06,0.3,0.24,0.3,MF
984,Oscar Fraulo,DEN,"FW,MF",M'Gladbach, Bundesliga,18,2.0,0.0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW
985,Fred,BRA,MF,Manchester Utd, Premier League,29,35.0,12.0,1249.0,13.9,2.0,2.0,4.0,2.0,0.0,0.0,6.0,0.0,2.0,2.0,2.9,4.9,10.0,76.0,50.0,0.14,0.14,0.29,0.14,0.29,0.14,0.21,0.35,0.14,0.35,MF
986,Ryan Fredericks,ENG,DF,Bournemouth, Premier League,29,12.0,5.0,533.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,13.0,15.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,DF
988,Ivan Fresneda,ESP,DF,Valladolid, La Liga,17,22.0,18.0,1743.0,19.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.6,0.6,1.5,2.1,48.0,62.0,101.0,0.0,0.0,0.0,0.0,0.0,0.03,0.08,0.11,0.03,0.11,DF
989,Remo Freuler,SUI,MF,Nott'ham Forest, Premier League,30,28.0,24.0,2161.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.4,0.4,0.8,1.2,7.0,54.0,11.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,MF
990,Michael Frey,SUI,FW,Schalke 04, Bundesliga,28,15.0,10.0,868.0,9.6,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,1.7,1.7,1.8,3.5,10.0,22.0,65.0,0.0,0.31,0.31,0.0,0.31,0.18,0.19,0.37,0.18,0.37,FW
991,Marco Friedl,AUT,DF,Werder Bremen, Bundesliga,24,30.0,30.0,2594.0,28.8,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.5,0.5,0.4,1.0,14.0,115.0,11.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.03,0.02,0.03,DF
992,Marvin Friedrich,GER,DF,M'Gladbach, Bundesliga,26,23.0,13.0,1248.0,13.9,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.9,0.9,0.5,1.3,3.0,35.0,6.0,0.07,0.0,0.07,0.07,0.07,0.06,0.03,0.09,0.06,0.09,DF
993,Jeremie Frimpong,NED,"DF,MF",Leverkusen, Bundesliga,21,34.0,32.0,2708.0,30.1,8.0,7.0,15.0,8.0,0.0,0.0,4.0,0.0,7.6,7.6,6.2,13.8,155.0,62.0,250.0,0.27,0.23,0.5,0.27,0.5,0.25,0.21,0.46,0.25,0.46,DF
994,Chris Fuhrich,GER,"FW,MF",Stuttgart, Bundesliga,24,33.0,21.0,1884.0,20.9,5.0,2.0,7.0,4.0,1.0,1.0,2.0,0.0,3.6,2.9,4.8,7.6,93.0,83.0,142.0,0.24,0.1,0.33,0.19,0.29,0.17,0.23,0.4,0.14,0.37,FW
995,Angelo Fulgini,FRA,"MF,FW",Lens, Ligue 1,25,17.0,12.0,858.0,9.5,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.3,1.3,2.7,4.0,20.0,43.0,70.0,0.1,0.1,0.21,0.1,0.21,0.13,0.29,0.42,0.13,0.42,MF
996,Angelo Fulgini,FRA,MF,Mainz 05, Bundesliga,25,16.0,5.0,525.0,5.8,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.8,1.4,3.0,29.0,43.0,0.0,0.17,0.17,0.0,0.17,0.1,0.13,0.23,0.1,0.23,MF
997,Niclas Fullkrug,GER,FW,Werder Bremen, Bundesliga,29,28.0,28.0,2477.0,27.5,16.0,5.0,21.0,11.0,5.0,5.0,4.0,0.0,12.8,8.6,3.6,12.2,41.0,90.0,200.0,0.58,0.18,0.76,0.4,0.58,0.47,0.13,0.6,0.31,0.44,FW
998,Matteo Gabbia,ITA,DF,Milan, Serie A,22,12.0,6.0,613.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,DF
999,Manolo Gabbiadini,ITA,"FW,MF",Sampdoria, Serie A,30,35.0,27.0,2354.0,26.2,7.0,2.0,9.0,7.0,0.0,0.0,6.0,0.0,7.4,7.4,4.5,11.9,32.0,55.0,111.0,0.27,0.08,0.34,0.27,0.34,0.28,0.17,0.45,0.28,0.45,FW
1000,Gianluca Gaetano,ITA,MF,Napoli, Serie A,22,8.0,0.0,76.0,0.8,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.1,1.1,0.2,1.2,4.0,4.0,9.0,1.18,1.18,2.37,1.18,2.37,1.42,0.22,1.64,1.42,1.64,MF
1001,Roberto Gagliardini,ITA,MF,Inter, Serie A,28,19.0,7.0,783.0,8.7,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.9,0.9,0.3,1.1,20.0,39.0,22.0,0.0,0.0,0.0,0.0,0.0,0.1,0.03,0.13,0.1,0.13,MF
1002,Adolfo Gaich,ARG,FW,Hellas Verona, Serie A,23,16.0,8.0,726.0,8.1,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,2.5,2.5,0.4,2.9,6.0,11.0,33.0,0.25,0.0,0.25,0.25,0.25,0.31,0.05,0.36,0.31,0.36,FW
1003,Cody Gakpo,NED,"FW,MF",Liverpool, Premier League,23,21.0,17.0,1458.0,16.2,7.0,2.0,9.0,7.0,0.0,0.0,0.0,0.0,6.2,6.2,2.7,8.9,36.0,50.0,109.0,0.43,0.12,0.56,0.43,0.56,0.38,0.17,0.55,0.38,0.55,FW
1004,Javi Galan,ESP,DF,Celta Vigo, La Liga,27,37.0,36.0,3160.0,35.1,0.0,3.0,3.0,0.0,0.0,0.0,6.0,0.0,0.6,0.6,4.1,4.6,141.0,125.0,244.0,0.0,0.09,0.09,0.0,0.09,0.02,0.12,0.13,0.02,0.13,DF
1005,Inigo Ruiz de Galarreta,ESP,MF,Mallorca, La Liga,28,30.0,28.0,2449.0,27.2,0.0,1.0,1.0,0.0,0.0,0.0,12.0,0.0,0.3,0.3,1.4,1.7,20.0,127.0,21.0,0.0,0.04,0.04,0.0,0.04,0.01,0.05,0.06,0.01,0.06,MF
1006,Pablo Galdames Millan,CHI,MF,Cremonese, Serie A,25,13.0,10.0,734.0,8.2,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.3,0.3,1.1,1.4,5.0,33.0,17.0,0.12,0.25,0.37,0.12,0.37,0.04,0.13,0.17,0.04,0.17,MF
1007,Conor Gallagher,ENG,MF,Chelsea, Premier League,22,35.0,18.0,1621.0,18.0,3.0,1.0,4.0,3.0,0.0,0.0,11.0,1.0,2.5,2.5,2.3,4.7,40.0,105.0,104.0,0.17,0.06,0.22,0.17,0.22,0.14,0.13,0.26,0.14,0.26,MF
1008,Antonino Gallo,ITA,DF,Lecce, Serie A,22,32.0,28.0,2486.0,27.6,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.6,0.6,1.9,2.6,71.0,154.0,65.0,0.0,0.04,0.04,0.0,0.04,0.02,0.07,0.09,0.02,0.09,DF
1009,Gauthier Gallon,FRA,GK,Troyes, Ligue 1,29,30.0,30.0,2667.0,29.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
1010,Cristian Gamboa,CRC,DF,Bochum, Bundesliga,32,19.0,17.0,1477.0,16.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.5,0.7,10.0,56.0,21.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,DF
1011,Kevin Gameiro,FRA,FW,Strasbourg, Ligue 1,35,34.0,23.0,2098.0,23.3,10.0,0.0,10.0,9.0,1.0,2.0,1.0,1.0,8.0,6.3,3.3,9.6,48.0,69.0,158.0,0.43,0.0,0.43,0.39,0.39,0.34,0.14,0.49,0.27,0.41,FW
1012,Idrissa Gana Gueye,SEN,MF,Everton, Premier League,32,33.0,32.0,2577.0,28.6,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.7,0.7,1.1,1.8,27.0,98.0,19.0,0.0,0.03,0.03,0.0,0.03,0.03,0.04,0.06,0.03,0.06,MF
1014,Ignatius Ganago,CMR,"FW,MF",Nantes, Ligue 1,23,28.0,16.0,1520.0,16.9,5.0,3.0,8.0,5.0,0.0,0.0,0.0,0.0,3.7,3.7,1.7,5.4,27.0,20.0,101.0,0.3,0.18,0.47,0.3,0.47,0.22,0.1,0.32,0.22,0.32,FW
1015,Ignatius Ganago,CMR,FW,Lens, Ligue 1,23,4.0,0.0,59.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,FW
1016,Silvere Ganvoula M'Boussy,CGO,"FW,MF",Bochum, Bundesliga,26,16.0,0.0,247.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.5,0.9,5.0,12.0,19.0,0.0,0.0,0.0,0.0,0.0,0.17,0.17,0.34,0.17,0.34,FW
1017,Aleix Garcia,ESP,MF,Girona, La Liga,25,30.0,26.0,2337.0,26.0,1.0,5.0,6.0,1.0,0.0,0.0,1.0,0.0,1.8,1.8,6.2,8.0,41.0,156.0,76.0,0.04,0.19,0.23,0.04,0.23,0.07,0.24,0.31,0.07,0.31,MF
1018,Alvaro Garcia,ESP,"FW,MF",Rayo Vallecano, La Liga,29,35.0,34.0,2870.0,31.9,5.0,5.0,10.0,5.0,0.0,0.0,7.0,0.0,3.6,3.6,5.7,9.3,116.0,71.0,293.0,0.16,0.16,0.31,0.16,0.31,0.11,0.18,0.29,0.11,0.29,FW
1019,Borja Garcia,ESP,"MF,FW",Girona, La Liga,31,11.0,10.0,679.0,7.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.7,0.7,0.6,1.3,7.0,39.0,32.0,0.13,0.0,0.13,0.13,0.13,0.09,0.08,0.17,0.09,0.17,MF
1020,Carlos Garcia,ESP,DF,Cádiz, La Liga,22,1.0,0.0,25.0,0.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,2.0,0.0,0.0,3.6,3.6,0.0,3.6,0.0,0.4,0.4,0.0,0.4,DF
1021,Dani Garcia,ESP,MF,Athletic Club, La Liga,32,25.0,18.0,1485.0,16.5,0.0,2.0,2.0,0.0,0.0,0.0,6.0,0.0,1.4,1.4,0.7,2.1,6.0,73.0,8.0,0.0,0.12,0.12,0.0,0.12,0.09,0.04,0.13,0.09,0.13,MF
1022,David Garcia,ESP,DF,Osasuna, La Liga,28,32.0,31.0,2680.0,29.8,2.0,0.0,2.0,2.0,0.0,0.0,8.0,1.0,0.7,0.7,0.4,1.1,16.0,105.0,4.0,0.07,0.0,0.07,0.07,0.07,0.02,0.01,0.04,0.02,0.04,DF
1023,Eric Garcia,ESP,"DF,MF",Barcelona, La Liga,21,24.0,15.0,1417.0,15.7,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.6,1.6,0.2,1.8,25.0,105.0,6.0,0.06,0.0,0.06,0.06,0.06,0.1,0.02,0.11,0.1,0.11,DF
