,player,nation,pos,squad,comp,age,mp,starts,min,90s,gls,ast,g&a,g_pk,pk,pkatt,crdy,crdr,xg,npxg,xag,npxg&xag,prgc,prgp,prgr,gls,ast,g&a,g_pk,g&a_pk,xg,xag,xg&xag,npxg,npxg&xag,agg_pos
1176,Alexander Hack,GER,DF,Mainz 05, Bundesliga,28,19.0,14.0,1132.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.1,0.1,0.1,0.2,1.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,DF
1177,Munir El Haddadi,MAR,"MF,FW",Getafe, La Liga,26,28.0,10.0,1150.0,12.8,3.0,1.0,4.0,3.0,0.0,0.0,4.0,0.0,2.7,2.7,1.2,3.9,20.0,30.0,84.0,0.23,0.08,0.31,0.23,0.31,0.21,0.09,0.3,0.21,0.3,MF
1178,Jaouen Hadjam,ALG,DF,Nantes, Ligue 1,19,13.0,8.0,805.0,8.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.3,0.5,22.0,45.0,39.0,0.0,0.11,0.11,0.0,0.11,0.02,0.03,0.06,0.02,0.06,DF
1179,Dennis Hadzikadunic,BIH,DF,Mallorca, La Liga,24,8.0,7.0,614.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.0,0.3,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,DF
1180,Andre Hahn,GER,"FW,MF",Augsburg, Bundesliga,31,7.0,4.0,391.0,4.3,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.4,0.4,0.0,0.4,3.0,8.0,10.0,0.46,0.0,0.46,0.46,0.46,0.09,0.01,0.1,0.09,0.1,FW
1181,Amadou Haidara,MLI,MF,RB Leipzig, Bundesliga,24,31.0,15.0,1430.0,15.9,2.0,1.0,3.0,2.0,0.0,0.0,7.0,0.0,2.8,2.8,1.5,4.3,10.0,85.0,8.0,0.13,0.06,0.19,0.13,0.19,0.18,0.09,0.27,0.18,0.27,MF
1182,Massadio Haidara,MLI,"DF,MF",Lens, Ligue 1,29,36.0,17.0,1671.0,18.6,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,2.1,2.1,1.1,3.2,23.0,85.0,58.0,0.0,0.05,0.05,0.0,0.05,0.11,0.06,0.17,0.11,0.17,DF
1183,Achraf Hakimi,MAR,"DF,MF",Paris S-G, Ligue 1,23,28.0,23.0,2053.0,22.8,5.0,3.0,8.0,5.0,0.0,0.0,7.0,2.0,3.8,3.8,3.0,6.8,85.0,99.0,229.0,0.22,0.13,0.35,0.22,0.35,0.17,0.13,0.3,0.17,0.3,DF
1184,Lewis Hall,ENG,DF,Chelsea, Premier League,17,9.0,8.0,654.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9,0.9,2.2,3.1,19.0,25.0,40.0,0.0,0.0,0.0,0.0,0.0,0.12,0.3,0.42,0.12,0.42,DF
1185,Sebastien Haller,CIV,FW,Dortmund, Bundesliga,28,19.0,15.0,1225.0,13.6,9.0,3.0,12.0,9.0,0.0,1.0,1.0,0.0,8.4,7.7,2.3,10.0,11.0,22.0,65.0,0.66,0.22,0.88,0.66,0.88,0.62,0.17,0.79,0.56,0.73,FW
1186,Marcel Halstenberg,GER,DF,RB Leipzig, Bundesliga,30,31.0,17.0,1557.0,17.3,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.1,1.1,2.1,3.3,22.0,59.0,66.0,0.06,0.06,0.12,0.06,0.12,0.06,0.12,0.19,0.06,0.19,DF
1187,Mathis Hamdi,FRA,DF,Troyes, Ligue 1,18,2.0,0.0,69.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
1188,Ben Hamed Toure,CIV,FW,Ajaccio, Ligue 1,18,4.0,2.0,209.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,FW
1189,Romain Hamouma,FRA,"FW,MF",Ajaccio, Ligue 1,35,19.0,14.0,1079.0,12.0,2.0,2.0,4.0,2.0,0.0,0.0,5.0,2.0,3.0,3.0,2.3,5.3,29.0,47.0,110.0,0.17,0.17,0.33,0.17,0.33,0.25,0.19,0.44,0.25,0.44,FW
1190,Said Hamulic,BIH,FW,Toulouse, Ligue 1,21,6.0,0.0,104.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.06,0.04,0.06,FW
1191,Andreas Hanche-Olsen,NOR,DF,Mainz 05, Bundesliga,25,17.0,17.0,1497.0,16.6,1.0,3.0,4.0,1.0,0.0,0.0,5.0,0.0,0.4,0.4,1.2,1.6,6.0,43.0,10.0,0.06,0.18,0.24,0.06,0.24,0.03,0.07,0.1,0.03,0.1,DF
1192,Samir Handanovic,SVN,GK,Inter, Serie A,38,14.0,14.0,1234.0,13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
1193,Genki Haraguchi,JPN,MF,Stuttgart, Bundesliga,31,11.0,9.0,748.0,8.3,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.7,1.0,16.0,30.0,28.0,0.0,0.24,0.24,0.0,0.24,0.03,0.08,0.12,0.03,0.12,MF
1194,Genki Haraguchi,JPN,MF,Union Berlin, Bundesliga,31,11.0,6.0,498.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.5,6.0,17.0,18.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.09,0.05,0.09,MF
1196,Amine Harit,MAR,"MF,FW",Marseille, Ligue 1,25,10.0,6.0,515.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,1.5,2.0,19.0,38.0,54.0,0.0,0.0,0.0,0.0,0.0,0.09,0.25,0.34,0.09,0.34,MF
1197,Luke Harris,WAL,"MF,FW",Fulham, Premier League,17,3.0,0.0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
1198,Jack Harrison,ENG,"FW,MF",Leeds United, Premier League,25,36.0,34.0,2708.0,30.1,5.0,7.0,12.0,5.0,0.0,0.0,2.0,0.0,4.7,4.7,5.1,9.8,103.0,103.0,255.0,0.17,0.23,0.4,0.17,0.4,0.16,0.17,0.33,0.16,0.33,FW
1199,Abdou Harroui,NED,MF,Sassuolo, Serie A,24,23.0,5.0,647.0,7.2,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.5,1.5,0.3,1.8,21.0,36.0,32.0,0.28,0.0,0.28,0.28,0.28,0.2,0.05,0.25,0.2,0.25,MF
1200,Makoto Hasebe,JPN,DF,Eint Frankfurt, Bundesliga,38,18.0,15.0,1306.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.4,9.0,57.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,DF
1201,Haissem Hassan,FRA,"FW,MF",Villarreal, La Liga,20,2.0,0.0,52.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,FW
1202,Hans Hateboer,NED,DF,Atalanta, Serie A,28,17.0,17.0,1397.0,15.5,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,1.3,1.3,1.5,2.8,16.0,55.0,73.0,0.06,0.06,0.13,0.06,0.13,0.09,0.1,0.18,0.09,0.18,DF
1203,Kai Havertz,GER,"FW,MF",Chelsea, Premier League,23,35.0,30.0,2569.0,28.5,7.0,1.0,8.0,6.0,1.0,1.0,5.0,0.0,11.6,10.8,3.8,14.6,59.0,89.0,218.0,0.25,0.04,0.28,0.21,0.25,0.41,0.13,0.54,0.38,0.51,FW
1204,Eden Hazard,BEL,FW,Real Madrid, La Liga,31,6.0,2.0,196.0,2.2,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2,0.5,0.7,6.0,8.0,25.0,0.0,0.46,0.46,0.0,0.46,0.45,0.23,0.67,0.08,0.31,FW
1205,Thorgan Hazard,BEL,"FW,DF",Dortmund, Bundesliga,29,14.0,2.0,464.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.3,1.3,0.9,2.3,21.0,28.0,50.0,0.0,0.0,0.0,0.0,0.0,0.26,0.18,0.44,0.26,0.44,FW
1206,Rhys Healey,WAL,FW,Toulouse, Ligue 1,27,4.0,0.0,64.0,0.7,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.4,0.4,0.2,0.6,1.0,0.0,7.0,2.81,0.0,2.81,2.81,2.81,0.56,0.34,0.9,0.56,0.9,FW
1207,Jan Paul van Hecke,NED,DF,Brighton, Premier League,22,8.0,3.0,295.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,0.0,0.6,3.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.18,0.18,DF
1208,Jonas Hector,GER,DF,Köln, Bundesliga,32,32.0,32.0,2824.0,31.4,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,1.7,1.7,3.9,5.6,54.0,129.0,122.0,0.0,0.06,0.06,0.0,0.06,0.05,0.12,0.18,0.05,0.18,DF
1209,Hwang Hee-chan,KOR,"FW,MF",Wolves, Premier League,26,27.0,12.0,1130.0,12.6,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,2.9,2.9,1.1,4.0,25.0,30.0,60.0,0.24,0.08,0.32,0.24,0.32,0.23,0.09,0.32,0.23,0.32,FW
1210,Gauthier Hein,FRA,"MF,FW",Auxerre, Ligue 1,25,35.0,23.0,1874.0,20.8,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,3.9,3.9,3.1,7.0,61.0,76.0,142.0,0.1,0.0,0.1,0.1,0.1,0.19,0.15,0.34,0.19,0.34,MF
1211,Dominique Heintz,GER,DF,Bochum, Bundesliga,28,11.0,8.0,795.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.2,0.5,3.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,DF
1212,Dean Henderson,ENG,GK,Nott'ham Forest, Premier League,25,18.0,18.0,1620.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
1213,Jordan Henderson,ENG,MF,Liverpool, Premier League,32,35.0,23.0,2074.0,23.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,1.4,1.4,3.2,4.5,37.0,189.0,90.0,0.0,0.09,0.09,0.0,0.09,0.06,0.14,0.2,0.06,0.2,MF
1214,Liam Henderson,SCO,MF,Empoli, Serie A,26,25.0,11.0,1007.0,11.2,0.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,0.5,0.5,1.4,1.9,11.0,38.0,38.0,0.0,0.09,0.09,0.0,0.09,0.04,0.12,0.17,0.04,0.17,MF
1215,Jack Hendry,SCO,DF,Cremonese, Serie A,27,4.0,2.0,220.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,DF
1216,Wayne Hennessey,WAL,GK,Nott'ham Forest, Premier League,35,4.0,3.0,271.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
1217,Benjamin Henrichs,GER,"DF,MF",RB Leipzig, Bundesliga,25,30.0,23.0,2188.0,24.3,2.0,2.0,4.0,2.0,0.0,0.0,8.0,0.0,1.2,1.2,1.8,3.0,48.0,109.0,149.0,0.08,0.08,0.16,0.08,0.16,0.05,0.07,0.12,0.05,0.12,DF
1218,Henrique,BRA,"DF,FW",Lyon, Ligue 1,28,7.0,3.0,356.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,3.0,11.0,4.0,0.0,0.25,0.25,0.0,0.25,0.01,0.03,0.04,0.01,0.04,DF
1219,Luiz Henrique,BRA,FW,Betis, La Liga,21,33.0,21.0,1807.0,20.1,1.0,3.0,4.0,1.0,0.0,0.0,6.0,0.0,2.9,2.9,2.9,5.8,61.0,26.0,137.0,0.05,0.15,0.2,0.05,0.2,0.15,0.14,0.29,0.15,0.29,FW
1220,Matheus Henrique,BRA,MF,Sassuolo, Serie A,24,30.0,21.0,1947.0,21.6,4.0,1.0,5.0,4.0,0.0,0.0,4.0,0.0,2.9,2.9,1.8,4.6,40.0,116.0,68.0,0.18,0.05,0.23,0.18,0.23,0.13,0.08,0.21,0.13,0.21,MF
1222,Rico Henry,ENG,DF,Brentford, Premier League,25,37.0,37.0,3238.0,36.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,1.6,1.6,2.7,4.2,55.0,107.0,111.0,0.0,0.06,0.06,0.0,0.06,0.04,0.07,0.12,0.04,0.12,DF
1223,Thomas Henry,FRA,FW,Hellas Verona, Serie A,27,16.0,13.0,1030.0,11.4,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,1.7,1.7,1.1,2.8,3.0,18.0,58.0,0.17,0.0,0.17,0.17,0.17,0.15,0.09,0.24,0.15,0.24,FW
1224,Christophe Herelle,MTQ,DF,Brest, Ligue 1,29,16.0,12.0,1060.0,11.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.1,0.2,2.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,DF
1225,Mario Hermoso,ESP,DF,Atlético Madrid, La Liga,27,26.0,24.0,2110.0,23.4,3.0,2.0,5.0,3.0,0.0,0.0,7.0,2.0,2.1,2.1,1.4,3.5,23.0,115.0,17.0,0.13,0.09,0.21,0.13,0.21,0.09,0.06,0.15,0.09,0.15,DF
1226,Javi Hernandez,ESP,DF,Girona, La Liga,24,25.0,13.0,1116.0,12.4,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,1.3,1.3,0.9,2.2,41.0,78.0,25.0,0.08,0.16,0.24,0.08,0.24,0.1,0.07,0.18,0.1,0.18,DF
1227,Aridane Hernandez,ESP,DF,Osasuna, La Liga,33,23.0,20.0,1793.0,19.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.7,0.9,6.0,47.0,0.0,0.0,0.05,0.05,0.0,0.05,0.01,0.04,0.05,0.01,0.05,DF
1228,Lucas Hernandez,FRA,DF,Bayern Munich, Bundesliga,26,7.0,6.0,476.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.2,3.0,34.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,DF
1229,Luis Hernandez,ESP,DF,Cádiz, La Liga,33,35.0,35.0,3149.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.3,0.3,0.9,1.2,10.0,95.0,8.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,DF
1230,Mario Hernandez,ESP,DF,Rayo Vallecano, La Liga,23,3.0,1.0,103.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,DF
1231,Theo Hernandez,FRA,DF,Milan, Serie A,24,32.0,32.0,2771.0,30.8,4.0,3.0,7.0,3.0,1.0,1.0,7.0,0.0,4.1,3.3,3.3,6.6,108.0,128.0,146.0,0.13,0.1,0.23,0.1,0.19,0.13,0.11,0.24,0.11,0.21,DF
1232,Jorge Herrando,ESP,DF,Osasuna, La Liga,21,1.0,1.0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
1233,Ander Herrera,ESP,MF,Athletic Club, La Liga,32,17.0,9.0,697.0,7.7,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,0.5,0.5,0.9,1.4,8.0,40.0,14.0,0.0,0.13,0.13,0.0,0.13,0.07,0.11,0.18,0.07,0.18,MF
1234,Sergio Herrera,ESP,GK,Osasuna, La Liga,29,17.0,17.0,1530.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
1235,Yangel Herrera,VEN,"MF,FW",Girona, La Liga,24,20.0,12.0,963.0,10.7,2.0,2.0,4.0,2.0,0.0,0.0,4.0,0.0,2.3,2.3,1.0,3.3,18.0,46.0,56.0,0.19,0.19,0.37,0.19,0.37,0.22,0.1,0.31,0.21,0.31,MF
1236,Patrick Herrmann,GER,"FW,MF",M'Gladbach, Bundesliga,31,21.0,0.0,164.0,1.8,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.4,0.4,0.5,0.8,7.0,6.0,19.0,0.55,0.0,0.55,0.55,0.55,0.19,0.27,0.46,0.19,0.46,FW
1237,Son Heung-min,KOR,"MF,FW",Tottenham, Premier League,30,36.0,33.0,2888.0,32.1,10.0,6.0,16.0,10.0,0.0,0.0,2.0,0.0,10.1,10.1,6.5,16.6,82.0,79.0,196.0,0.31,0.19,0.5,0.31,0.5,0.31,0.2,0.52,0.31,0.52,MF
1238,Aaron Hickey,SCO,DF,Brentford, Premier League,20,26.0,23.0,1916.0,21.3,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.4,0.4,0.4,0.8,41.0,81.0,47.0,0.0,0.05,0.05,0.0,0.05,0.02,0.02,0.04,0.02,0.04,DF
1239,Isak Hien,SWE,DF,Hellas Verona, Serie A,23,32.0,28.0,2607.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.3,0.3,0.1,0.4,17.0,54.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,DF
1240,Omar El Hilali,MAR,"DF,MF",Espanyol, La Liga,18,5.0,1.0,92.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,DF
1241,Piero Hincapie,ECU,"DF,MF",Leverkusen, Bundesliga,20,30.0,27.0,2457.0,27.3,1.0,1.0,2.0,1.0,0.0,0.0,13.0,3.0,1.3,1.3,1.0,2.4,46.0,83.0,42.0,0.04,0.04,0.07,0.04,0.07,0.05,0.04,0.09,0.05,0.09,DF
1242,Jack Hinshelwood,ENG,FW,Brighton, Premier League,17,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW
1243,Morten Hjulmand,DEN,MF,Lecce, Serie A,23,35.0,34.0,2962.0,32.9,0.0,4.0,4.0,0.0,0.0,0.0,9.0,1.0,0.6,0.6,2.1,2.7,9.0,159.0,16.0,0.0,0.12,0.12,0.0,0.12,0.02,0.06,0.08,0.02,0.08,MF
1244,Adam Hlozek,CZE,"FW,MF",Leverkusen, Bundesliga,20,29.0,16.0,1286.0,14.3,5.0,3.0,8.0,5.0,0.0,0.0,2.0,0.0,2.7,2.7,2.5,5.3,22.0,32.0,70.0,0.35,0.21,0.56,0.35,0.56,0.19,0.18,0.37,0.19,0.37,FW
1245,Joseph Hodge,IRL,MF,Wolves, Premier League,19,6.0,1.0,175.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.1,0.3,1.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.13,0.03,0.16,0.13,0.16,MF
1246,Nicolas Hofler,GER,MF,Freiburg, Bundesliga,32,32.0,32.0,2816.0,31.3,0.0,1.0,1.0,0.0,0.0,0.0,9.0,1.0,1.7,1.7,0.9,2.7,12.0,110.0,10.0,0.0,0.03,0.03,0.0,0.03,0.06,0.03,0.09,0.06,0.09,MF
1248,Jonas Hofmann,GER,"FW,MF",M'Gladbach, Bundesliga,30,31.0,30.0,2680.0,29.8,12.0,9.0,21.0,12.0,0.0,1.0,2.0,0.0,7.2,6.6,11.1,17.6,73.0,119.0,197.0,0.4,0.3,0.71,0.4,0.71,0.24,0.37,0.61,0.22,0.59,FW
1249,Philipp Hofmann,GER,FW,Bochum, Bundesliga,29,34.0,31.0,2631.0,29.2,8.0,2.0,10.0,8.0,0.0,0.0,5.0,0.0,8.8,8.8,2.7,11.5,7.0,71.0,117.0,0.27,0.07,0.34,0.27,0.34,0.3,0.09,0.39,0.3,0.39,FW
1250,Rob Holding,ENG,DF,Arsenal, Premier League,26,14.0,6.0,566.0,6.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,3.0,24.0,2.0,0.16,0.0,0.16,0.16,0.16,0.05,0.0,0.05,0.05,0.05,DF
1251,Lucas Holer,GER,"FW,MF",Freiburg, Bundesliga,28,26.0,16.0,1503.0,16.7,5.0,2.0,7.0,5.0,0.0,0.0,1.0,0.0,3.3,3.3,1.9,5.1,19.0,33.0,87.0,0.3,0.12,0.42,0.3,0.42,0.19,0.11,0.31,0.19,0.31,FW
1252,Mason Holgate,ENG,DF,Everton, Premier League,25,8.0,5.0,507.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,0.4,1.4,4.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.18,0.07,0.25,0.18,0.25,DF
1253,Emil Holm,SWE,DF,Spezia, Serie A,22,20.0,17.0,1393.0,15.5,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,1.2,1.2,1.3,2.5,41.0,40.0,82.0,0.06,0.06,0.13,0.06,0.13,0.08,0.08,0.16,0.08,0.16,DF
1254,Noah Holm,NOR,"FW,MF",Reims, Ligue 1,21,8.0,2.0,194.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.3,0.6,1.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.3,0.15,0.3,FW
1255,Gerrit Holtmann,PHI,"FW,MF",Bochum, Bundesliga,27,23.0,8.0,945.0,10.5,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.4,2.4,0.8,3.1,37.0,8.0,83.0,0.1,0.1,0.19,0.1,0.19,0.23,0.07,0.3,0.23,0.3,FW
1256,Martin Hongla,CMR,MF,Hellas Verona, Serie A,24,9.0,6.0,523.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.3,0.5,6.0,24.0,10.0,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.08,0.03,0.08,MF
1257,Martin Hongla,CMR,"DF,MF",Valladolid, La Liga,24,16.0,15.0,1306.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.3,0.3,6.0,50.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,DF
1258,Franck Honorat,FRA,"FW,MF",Brest, Ligue 1,25,33.0,29.0,2535.0,28.2,6.0,5.0,11.0,6.0,0.0,0.0,1.0,0.0,4.8,4.8,9.4,14.2,98.0,70.0,261.0,0.21,0.18,0.39,0.21,0.39,0.17,0.33,0.5,0.17,0.5,FW
1259,Jannes Horn,GER,"DF,FW",Bochum, Bundesliga,25,2.0,1.0,59.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
1260,Cedric Hountondji,BEN,DF,Angers, Ligue 1,28,36.0,35.0,3095.0,34.4,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.1,1.1,0.4,1.6,5.0,84.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.05,0.03,0.05,DF
1261,Ilyes Housni,FRA,FW,Paris S-G, Ligue 1,17,1.0,0.0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW
1262,Lukas Hradecky,FIN,GK,Leverkusen, Bundesliga,32,33.0,33.0,2969.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
1263,Petko Hristov,BUL,DF,Spezia, Serie A,23,9.0,4.0,365.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,DF
1264,Ajdin Hrustic,AUS,MF,Hellas Verona, Serie A,26,6.0,3.0,226.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.6,0.9,7.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.13,0.24,0.37,0.13,0.37,MF
1265,Timo Hubers,GER,DF,Köln, Bundesliga,26,29.0,28.0,2559.0,28.4,3.0,0.0,3.0,3.0,0.0,0.0,8.0,0.0,1.8,1.8,0.1,1.9,10.0,84.0,2.0,0.11,0.0,0.11,0.11,0.11,0.06,0.0,0.07,0.06,0.07,DF
1266,Callum Hudson-Odoi,ENG,"FW,MF",Leverkusen, Bundesliga,21,14.0,7.0,605.0,6.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.8,0.9,30.0,31.0,44.0,0.0,0.15,0.15,0.0,0.15,0.03,0.11,0.14,0.03,0.14,FW
1267,Will Hughes,ENG,MF,Crystal Palace, Premier League,27,27.0,7.0,842.0,9.4,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.3,0.3,0.9,1.2,14.0,32.0,23.0,0.11,0.11,0.21,0.11,0.21,0.04,0.1,0.13,0.04,0.13,MF
1268,Mats Hummels,GER,DF,Dortmund, Bundesliga,33,30.0,24.0,2018.0,22.4,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,2.2,2.2,1.1,3.3,21.0,114.0,6.0,0.04,0.0,0.04,0.04,0.04,0.1,0.05,0.15,0.1,0.15,DF
